LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
General Fund,PRCR - Recreation,Pool Facility,Direct Expenses,,,,"95,908","122,949","123,841","118,362","112,845","112,845",4
General Fund,PRCR - Recreation,Pool Facility,Employee Benefits,,,,"204,539","235,481","211,961","287,334","297,059","348,724",4
General Fund,PRCR - Recreation,Pool Facility,Miscellaneous,,,,"7,675","9,875","8,675","10,375","6,375","3,675",4
General Fund,PRCR - Recreation,Pool Facility,Salaries and Wages,,,,"1,517,979","1,618,564","1,567,620","1,605,747","1,723,182","1,771,425",4
General Fund,PRCR - Recreation,Pool Facility Total,,,,,"1,826,101","1,986,869","1,912,097","2,021,818","2,139,461","2,236,669",3
General Fund,PRCR - Recreation,Project Phoenix,Direct Expenses,,,,700,700,"15,082",,,,4
General Fund,PRCR - Recreation,Project Phoenix,Employee Benefits,,,,"1,606","1,606","17,109",,,,4
General Fund,PRCR - Recreation,Project Phoenix,Miscellaneous,,,,,,"1,000",,,,4
General Fund,PRCR - Recreation,Project Phoenix,Salaries and Wages,,,,"21,000","21,000","86,563",,,,4
General Fund,PRCR - Recreation,Project Phoenix Total,,,,,"23,306","23,306","119,754",,,,3
General Fund,PRCR - Recreation,Project Phoenix-P&R,Direct Expenses,,,,,,,,,"10,062",4
General Fund,PRCR - Recreation,Project Phoenix-P&R,Employee Benefits,,,,,,,,,"44,044",4
General Fund,PRCR - Recreation,Project Phoenix-P&R,Other Expense,,,,,,,,,"20,000",4
General Fund,PRCR - Recreation,Project Phoenix-P&R,Salaries and Wages,,,,,,,,,"181,382",4
General Fund,PRCR - Recreation,Project Phoenix-P&R Total,,,,,,,,,,"255,488",3
General Fund,PRCR - Recreation,Raleigh Arts,Direct Expenses,,,,"5,361","5,361",,,,,4
General Fund,PRCR - Recreation,Raleigh Arts,Employee Benefits,,,,"83,537","90,970",,,,,4
General Fund,PRCR - Recreation,Raleigh Arts,Miscellaneous,,,,900,900,,,,,4
General Fund,PRCR - Recreation,Raleigh Arts,Salaries and Wages,,,,"321,608","324,918",,,,,4
General Fund,PRCR - Recreation,Raleigh Arts Total,,,,,"411,406","422,149",,,,,3
General Fund,PRCR - Recreation,Recreation Business Support,Direct Expenses,,,,,,"49,139","54,065","55,311","54,806",4
General Fund,PRCR - Recreation,Recreation Business Support,Employee Benefits,,,,,,"7,765","7,946","43,903","35,940",4
General Fund,PRCR - Recreation,Recreation Business Support,Miscellaneous,,,,,,300,300,300,300,4
General Fund,PRCR - Recreation,Recreation Business Support,Salaries and Wages,,,,,,"101,500","103,873","157,742","161,815",4
General Fund,PRCR - Recreation,Recreation Business Support Total,,,,,,,"158,704","166,184","257,256","252,861",3
General Fund,PRCR - Recreation,Seasonal Pools,Direct Expenses,,,,"55,672","55,672","55,072","52,322","52,322","52,322",4
General Fund,PRCR - Recreation,Seasonal Pools,Employee Benefits,,,,"22,950","22,950","23,294","25,115","21,599","21,815",4
General Fund,PRCR - Recreation,Seasonal Pools,Miscellaneous,,,,"4,000","4,000","4,000","4,000","3,500","3,500",4
General Fund,PRCR - Recreation,Seasonal Pools,Salaries and Wages,,,,"300,000","300,000","304,500","328,300","282,346","285,169",4
General Fund,PRCR - Recreation,Seasonal Pools Total,,,,,"382,622","382,622","386,866","409,737","359,767","362,806",3
General Fund,PRCR - Recreation,Senior Citizens,Capital Equipment,,,,,"8,000",,,,,4
General Fund,PRCR - Recreation,Senior Citizens,Direct Expenses,,,,"6,023","86,030","18,476","17,976","18,040","19,443",4
General Fund,PRCR - Recreation,Senior Citizens,Employee Benefits,,,,"44,667","51,249","64,970","77,671","71,586","84,142",4
General Fund,PRCR - Recreation,Senior Citizens,Miscellaneous,,,,"1,050","2,300","3,050","2,550","2,500","2,000",4
General Fund,PRCR - Recreation,Senior Citizens,Salaries and Wages,,,,"209,410","263,667","305,232","316,178","286,728","351,004",4
General Fund,PRCR - Recreation,Senior Citizens Total,,,,,"261,150","411,246","391,728","414,375","378,854","456,589",3
General Fund,PRCR - Recreation,Spec Rec-Inclusion Svcs,Direct Expenses,,,,,,,,,"2,700",4
General Fund,PRCR - Recreation,Spec Rec-Inclusion Svcs,Employee Benefits,,,,,,,,,"26,430",4
General Fund,PRCR - Recreation,Spec Rec-Inclusion Svcs,Miscellaneous,,,,,,,,,"2,000",4
General Fund,PRCR - Recreation,Spec Rec-Inclusion Svcs,Salaries and Wages,,,,,,,,,"170,706",4
General Fund,PRCR - Recreation,Spec Rec-Inclusion Svcs Total,,,,,,,,,,"201,837",3
General Fund,PRCR - Recreation,Special Events,Direct Expenses,,,,"6,600","6,600","6,600","6,600","6,600","6,600",4
General Fund,PRCR - Recreation,Special Events,Employee Benefits,,,,375,375,380, -   ,,,4
General Fund,PRCR - Recreation,Special Events,Salaries and Wages,,,,"4,900","4,900","4,973", -   ,,,4
General Fund,PRCR - Recreation,Special Events Total,,,,,"11,875","11,875","11,953","6,600","6,600","6,600",3
General Fund,PRCR - Recreation,Special Programs,Direct Expenses,,,,"213,556","225,962","232,561","239,358","239,358","250,652",4
General Fund,PRCR - Recreation,Special Programs Total,,,,,"213,556","225,962","232,561","239,358","239,358","250,652",3
General Fund,PRCR - Recreation,Specialized Recreation,Direct Expenses,,,,"11,341","9,421","9,630","7,790","10,278","23,126",4
General Fund,PRCR - Recreation,Specialized Recreation,Employee Benefits,,,,"108,908","106,673","100,073","118,721","127,201","82,789",4
General Fund,PRCR - Recreation,Specialized Recreation,Miscellaneous,,,,"2,000","4,748","4,740","3,890","3,750","3,900",4
General Fund,PRCR - Recreation,Specialized Recreation,Salaries and Wages,,,,"411,564","417,316","409,523","451,072","560,217","360,518",4
General Fund,PRCR - Recreation,Specialized Recreation Total,,,,,"533,813","538,158","523,966","581,473","701,446","470,333",3
General Fund,PRCR - Recreation,Teen Programs,Direct Expenses,,,,"60,530","38,437","37,267","33,717","27,995","29,249",4
General Fund,PRCR - Recreation,Teen Programs,Employee Benefits,,,,"76,544","78,048","77,136","83,503","83,446","105,304",4
General Fund,PRCR - Recreation,Teen Programs,Interfund Transfers In/Out,,,,,,,,"28,005","28,005",4
General Fund,PRCR - Recreation,Teen Programs,Miscellaneous,,,,"4,000","5,500","5,500","3,500","2,000","2,000",4
General Fund,PRCR - Recreation,Teen Programs,Salaries and Wages,,,,"482,061","492,231","474,168","474,127","458,766","453,727",4
General Fund,PRCR - Recreation,Teen Programs Total,,,,,"623,135","614,216","594,071","594,847","600,212","618,285",3
General Fund,PRCR - Recreation,Tennis,Direct Expenses,,,,,,,,,"5,300",4
General Fund,PRCR - Recreation,Tennis,Employee Benefits,,,,"42,803","42,995","44,311","52,134","58,667","62,313",4
General Fund,PRCR - Recreation,Tennis,Salaries and Wages,,,,"192,756","194,960","198,713","222,827","225,696","226,645",4
General Fund,PRCR - Recreation,Tennis Total,,,,,"235,559","237,955","243,024","274,961","284,363","294,258",3
General Fund,PRCR - Recreation,Visual/Hearing Impaired,Direct Expenses,,,,"4,025","5,650","7,700","3,450","3,000",,4
General Fund,PRCR - Recreation,Visual/Hearing Impaired,Employee Benefits,,,,"4,277","3,406","3,212","1,383","1,166",,4
General Fund,PRCR - Recreation,Visual/Hearing Impaired,Miscellaneous,,,,"1,000","1,000","1,000","1,000",,,4
General Fund,PRCR - Recreation,Visual/Hearing Impaired,Salaries and Wages,,,,"55,500","44,522","41,984","18,083","15,234",,4
General Fund,PRCR - Recreation,Visual/Hearing Impaired Total,,,,,"64,802","54,578","53,896","23,916","19,400",,3
General Fund,PRCR - Recreation,Youth Programs,Direct Expenses,,,,"211,535","187,008","187,101","220,204","206,202","248,392",4
General Fund,PRCR - Recreation,Youth Programs,Employee Benefits,,,,"99,019","103,985","106,795","125,851","132,405","139,620",4
General Fund,PRCR - Recreation,Youth Programs,Miscellaneous,,,,"4,500","4,500","4,000","5,000","3,000","3,500",4
General Fund,PRCR - Recreation,Youth Programs,Salaries and Wages,,,,"732,760","717,780","731,110","807,325","869,699","874,474",4
General Fund,PRCR - Recreation,Youth Programs Total,,,,,"1,047,814","1,013,273","1,029,006","1,158,380","1,211,306","1,265,986",3
General Fund,PRCR - Recreation Total,,,,,,"15,015,783","15,426,063","16,146,888","13,486,524","14,278,216","16,474,516",2
General Fund,PRCR - Recreation-School Based,Youth Programs,Direct Expenses,,,,"335,607","257,578","257,829","235,609","207,502","358,857",4
General Fund,PRCR - Recreation-School Based,Youth Programs,Employee Benefits,,,,"160,064","157,138","164,431","209,642","205,669","235,155",4
General Fund,PRCR - Recreation-School Based,Youth Programs,Miscellaneous,,,,"15,000","11,900","9,000","8,500","6,500","6,500",4
General Fund,PRCR - Recreation-School Based,Youth Programs,Other Expense,,,,"1,000","1,000","1,250","2,000","3,000","3,000",4
General Fund,PRCR - Recreation-School Based,Youth Programs,Salaries and Wages,,,,"1,179,624","1,151,172","1,166,075","1,072,548","1,116,791","1,220,597",4
General Fund,PRCR - Recreation-School Based,Youth Programs Total,,,,,"1,691,295","1,578,788","1,598,585","1,528,299","1,539,462","1,824,109",3
General Fund,PRCR - Recreation-School Based Total,,,,,,"1,691,295","1,578,788","1,598,585","1,528,299","1,539,462","1,824,109",2
General Fund,PRCR - Resources,Adm-Leisure Svcs,Direct Expenses,,,,,,,"81,625","100,742","320,875",4
General Fund,PRCR - Resources,Adm-Leisure Svcs,Employee Benefits,,,,,,,"44,218","45,615","70,055",4
General Fund,PRCR - Resources,Adm-Leisure Svcs,Miscellaneous,,,,,,,"2,350","1,100","4,400",4
General Fund,PRCR - Resources,Adm-Leisure Svcs,Salaries and Wages,,,,,,,"179,925","183,288","238,471",4
General Fund,PRCR - Resources,Adm-Leisure Svcs Total,,,,,,,,"308,118","330,745","633,801",3
General Fund,PRCR - Resources,Compliance/Staff Development,Direct Expenses,,,,,,,"35,392","34,126","34,126",4
General Fund,PRCR - Resources,Compliance/Staff Development,Employee Benefits,,,,,,,"57,565","55,542","54,350",4
General Fund,PRCR - Resources,Compliance/Staff Development,Miscellaneous,,,,,,,"83,878","84,144","84,144",4
General Fund,PRCR - Resources,Compliance/Staff Development,Salaries and Wages,,,,,,,"254,747","240,301","233,412",4
General Fund,PRCR - Resources,Compliance/Staff Development Total,,,,,,,,"431,582","414,113","406,032",3
General Fund,PRCR - Resources,Historic Resource & Museum Op,Capital Equipment,,,,,,,,"15,000",,4
General Fund,PRCR - Resources,Historic Resource & Museum Op,Direct Expenses,,,,,,,"270,304","262,322","303,600",4
General Fund,PRCR - Resources,Historic Resource & Museum Op,Employee Benefits,,,,,,,"203,458","205,141","244,903",4
General Fund,PRCR - Resources,Historic Resource & Museum Op,Miscellaneous,,,,,,,"10,250","12,150","20,500",4
General Fund,PRCR - Resources,Historic Resource & Museum Op,Salaries and Wages,,,,,,,"1,010,888","1,037,790","1,043,111",4
General Fund,PRCR - Resources,Historic Resource & Museum Op Total,,,,,,,,"1,494,900","1,532,403","1,612,113",3
General Fund,PRCR - Resources,Lake Facility,Capital Equipment,,,,,,,,"15,000",,4
General Fund,PRCR - Resources,Lake Facility,Direct Expenses,,,,,,,"66,783","68,917","109,835",4
General Fund,PRCR - Resources,Lake Facility,Employee Benefits,,,,,,,"71,604","86,373","111,266",4
General Fund,PRCR - Resources,Lake Facility,Miscellaneous,,,,,,,"29,625","28,625","28,475",4
General Fund,PRCR - Resources,Lake Facility,Salaries and Wages,,,,,,,"385,350","417,137","540,642",4
General Fund,PRCR - Resources,Lake Facility Total,,,,,,,,"553,362","616,052","790,218",3
General Fund,PRCR - Resources,Nature Program,Direct Expenses,,,,,,,"111,386","68,093","90,492",4
General Fund,PRCR - Resources,Nature Program,Employee Benefits,,,,,,,"127,648","161,416","187,467",4
General Fund,PRCR - Resources,Nature Program,Miscellaneous,,,,,,,"9,965","8,845","9,980",4
General Fund,PRCR - Resources,Nature Program,Salaries and Wages,,,,,,,"572,653","629,738","658,426",4
General Fund,PRCR - Resources,Nature Program Total,,,,,,,,"821,652","868,092","946,365",3
General Fund,PRCR - Resources,Non-Program Revenues,Direct Expenses,,,,,,,,,"61,015",4
General Fund,PRCR - Resources,Non-Program Revenues,Interfund Transfers In/Out,,,,,,,,,"93,265",4
General Fund,PRCR - Resources,Non-Program Revenues Total,,,,,,,,,,"154,280",3
General Fund,PRCR - Resources,Outdoor Recreation,Capital Equipment,,,,,,,"12,428","12,428","7,500",4
General Fund,PRCR - Resources,Outdoor Recreation,Direct Expenses,,,,,,,"49,029","10,513","38,215",4
General Fund,PRCR - Resources,Outdoor Recreation,Employee Benefits,,,,,,,"36,139","47,691","68,807",4
General Fund,PRCR - Resources,Outdoor Recreation,Miscellaneous,,,,,,,"2,950","2,950","5,350",4
General Fund,PRCR - Resources,Outdoor Recreation,Salaries and Wages,,,,,,,"141,991","174,056","313,075",4
General Fund,PRCR - Resources,Outdoor Recreation Total,,,,,,,,"242,537","247,638","432,947",3
General Fund,PRCR - Resources,Project Phoenix,Direct Expenses,,,,,,,"15,082","26,852",,4
General Fund,PRCR - Resources,Project Phoenix,Employee Benefits,,,,,,,"18,740","19,232",,4
General Fund,PRCR - Resources,Project Phoenix,Miscellaneous,,,,,,,"1,000","1,000",,4
General Fund,PRCR - Resources,Project Phoenix,Salaries and Wages,,,,,,,"88,961","90,353",,4
General Fund,PRCR - Resources,Project Phoenix Total,,,,,,,,"123,783","137,437",,3
General Fund,PRCR - Resources,Raleigh Arts,Direct Expenses,,,,,,,"49,208","52,904","56,701",4
General Fund,PRCR - Resources,Raleigh Arts,Employee Benefits,,,,,,,"182,950","199,585","214,049",4
General Fund,PRCR - Resources,Raleigh Arts,Miscellaneous,,,,,,,"11,391","11,632","13,335",4
General Fund,PRCR - Resources,Raleigh Arts,Salaries and Wages,,,,,,,"649,428","687,543","740,785",4
General Fund,PRCR - Resources,Raleigh Arts Total,,,,,,,,"892,977","951,664","1,024,870",3
General Fund,PRCR - Resources,Safety Program-P&R,Direct Expenses,,,,,,,"40,433","42,351","49,805",4
General Fund,PRCR - Resources,Safety Program-P&R,Employee Benefits,,,,,,,"46,222","52,507","87,795",4
General Fund,PRCR - Resources,Safety Program-P&R,Miscellaneous,,,,,,,"9,485","12,085","16,623",4
General Fund,PRCR - Resources,Safety Program-P&R,Salaries and Wages,,,,,,,"146,405","150,666","214,988",4
General Fund,PRCR - Resources,Safety Program-P&R Total,,,,,,,,"242,545","257,609","369,211",3
General Fund,PRCR - Resources Total,,,,,,,,,"5,111,456","5,355,753","6,369,838",2
General Fund,PRCR - Strategic Plan & Devel,Adm-Leisure Svcs,Direct Expenses,,,,"66,154","57,566","355,410",,,,4
General Fund,PRCR - Strategic Plan & Devel,Adm-Leisure Svcs,Employee Benefits,,,,"312,015","294,141","339,462",,,,4
General Fund,PRCR - Strategic Plan & Devel,Adm-Leisure Svcs,Miscellaneous,,,,"8,185","10,185","22,846",,,,4
General Fund,PRCR - Strategic Plan & Devel,Adm-Leisure Svcs,Salaries and Wages,,,,"1,135,676","1,162,812","1,265,426","4,303",,,4
General Fund,PRCR - Strategic Plan & Devel,Adm-Leisure Svcs Total,,,,,"1,522,030","1,524,704","1,983,144","4,303",,,3
General Fund,PRCR - Strategic Plan & Devel,Design Development,Direct Expenses,,,,,,,"43,811","46,025","48,402",4
General Fund,PRCR - Strategic Plan & Devel,Design Development,Employee Benefits,,,,,,,"276,718","254,324","270,103",4
General Fund,PRCR - Strategic Plan & Devel,Design Development,Miscellaneous,,,,,,,"11,989","10,384","10,484",4
General Fund,PRCR - Strategic Plan & Devel,Design Development,Salaries and Wages,,,,,,,"993,737","924,861","856,464",4
General Fund,PRCR - Strategic Plan & Devel,Design Development Total,,,,,,,,"1,326,255","1,235,594","1,185,452",3
General Fund,PRCR - Strategic Plan & Devel,PRCR Technology,Direct Expenses,,,,,,,"35,302","27,018","32,942",4
General Fund,PRCR - Strategic Plan & Devel,PRCR Technology,Employee Benefits,,,,,,,"107,862","116,723","139,127",4
General Fund,PRCR - Strategic Plan & Devel,PRCR Technology,Miscellaneous,,,,,,,"7,100","8,900","8,650",4
General Fund,PRCR - Strategic Plan & Devel,PRCR Technology,Salaries and Wages,,,,,,,"370,511","444,394","499,838",4
General Fund,PRCR - Strategic Plan & Devel,PRCR Technology Total,,,,,,,,"520,775","597,035","680,557",3
General Fund,PRCR - Strategic Plan & Devel,Strategic Plan & Communication,Direct Expenses,,,,,,,"480,524","481,283","75,966",4
General Fund,PRCR - Strategic Plan & Devel,Strategic Plan & Communication,Employee Benefits,,,,,,,"121,484","138,427","161,276",4
General Fund,PRCR - Strategic Plan & Devel,Strategic Plan & Communication,Miscellaneous,,,,,,,"5,820","8,795","15,989",4
General Fund,PRCR - Strategic Plan & Devel,Strategic Plan & Communication,Salaries and Wages,,,,,,,"401,831","459,476","510,253",4
General Fund,PRCR - Strategic Plan & Devel,Strategic Plan & Communication Total,,,,,,,,"1,009,659","1,087,981","763,485",3
General Fund,PRCR - Strategic Plan & Devel Total,,,,,,"1,522,030","1,524,704","1,983,144","2,860,992","2,920,610","2,629,494",2
General Fund,PRCR-Arts Office,Adm-Leisure Svcs,Capital Equipment,,,,,,"3,268",,,,4
General Fund,PRCR-Arts Office,Adm-Leisure Svcs,Direct Expenses,,,,"41,562","41,573","37,999",,,,4
General Fund,PRCR-Arts Office,Adm-Leisure Svcs,Employee Benefits,,,,"63,511","65,918","84,433",,,,4
General Fund,PRCR-Arts Office,Adm-Leisure Svcs,Miscellaneous,,,,"5,500","5,677","6,577",,,,4
General Fund,PRCR-Arts Office,Adm-Leisure Svcs,Other Expense,,,,"1,495",,,,,,4
General Fund,PRCR-Arts Office,Adm-Leisure Svcs,Salaries and Wages,,,,"258,866","277,973","318,501",,,,4
General Fund,PRCR-Arts Office,Adm-Leisure Svcs Total,,,,,"370,934","391,141","450,778",,,,3
General Fund,PRCR-Arts Office,Raleigh Arts,Direct Expenses,,,,,,"5,325",,,,4
General Fund,PRCR-Arts Office,Raleigh Arts,Employee Benefits,,,,,,"94,518",,,,4
General Fund,PRCR-Arts Office,Raleigh Arts,Miscellaneous,,,,,,900,,,,4
General Fund,PRCR-Arts Office,Raleigh Arts,Salaries and Wages,,,,,,"317,602",,,,4
General Fund,PRCR-Arts Office,Raleigh Arts Total,,,,,,,"418,345",,,,3
General Fund,PRCR-Arts Office Total,,,,,,"370,934","391,141","869,123",,,,2
General Fund,PRCR-Urban Trees,Neighborwoods Tree Program,Direct Expenses,,,,"12,440","12,428","12,832",,,,4
General Fund,PRCR-Urban Trees,Neighborwoods Tree Program,Employee Benefits,,,,"14,155","1,148","2,563",,,,4
General Fund,PRCR-Urban Trees,Neighborwoods Tree Program,Salaries and Wages,,,,"59,468","15,000","33,495",,,,4
General Fund,PRCR-Urban Trees,Neighborwoods Tree Program Total,,,,,"86,063","28,576","48,890",,,,3
General Fund,PRCR-Urban Trees,Parks Operations,Capital Equipment,,,,,"1,200",,,,,4
General Fund,PRCR-Urban Trees,Parks Operations,Direct Expenses,,,,"250,675","325,421","331,750",,,,4
General Fund,PRCR-Urban Trees,Parks Operations,Employee Benefits,,,,"188,810","218,844","229,195",,,,4
General Fund,PRCR-Urban Trees,Parks Operations,Miscellaneous,,,,"7,900","9,300","7,900",,,,4
General Fund,PRCR-Urban Trees,Parks Operations,Other Expense,,,,"10,000",,,,,,4
General Fund,PRCR-Urban Trees,Parks Operations,Salaries and Wages,,,,"588,818","680,552","696,947",,,,4
General Fund,PRCR-Urban Trees,Parks Operations Total,,,,,"1,046,203","1,235,317","1,265,792",,,,3
General Fund,PRCR-Urban Trees Total,,,,,,"1,132,266","1,263,893","1,314,682",,,,2
General Fund,Public Affairs,Adm-General Govt,Capital Equipment,,,,"27,000","17,000","17,000","17,000","10,000","10,000",4
General Fund,Public Affairs,Adm-General Govt,Direct Expenses,,,,"129,621","130,065","168,645","165,545","140,758","374,062",4
General Fund,Public Affairs,Adm-General Govt,Employee Benefits,,,,"154,723","190,496","199,845","208,798","236,599","377,025",4
General Fund,Public Affairs,Adm-General Govt,Miscellaneous,,,,"41,900","38,000","83,170","35,370","35,300","68,850",4
General Fund,Public Affairs,Adm-General Govt,Other Expense,,,,"8,537","7,213","11,348",,,,4
General Fund,Public Affairs,Adm-General Govt,Salaries and Wages,,,,"589,499","689,925","737,425","754,414","880,631","1,199,467",4
General Fund,Public Affairs,Adm-General Govt Total,,,,,"951,280","1,072,699","1,217,433","1,181,127","1,303,288","2,029,404",3
General Fund,Public Affairs,Print Services,Direct Expenses,,,,, -   , -   , -   , -   , -   ,4
General Fund,Public Affairs,Print Services Total,,,,,, -   , -   , -   , -   , -   ,3
General Fund,Public Affairs Total,,,,,,"951,280","1,072,699","1,217,433","1,181,127","1,303,288","2,029,404",2
General Fund,Public Affairs-RTN,Public Affairs Ctv,Capital Equipment,,,,,,,,,"2,000",4
General Fund,Public Affairs-RTN,Public Affairs Ctv,Direct Expenses,,,,"124,397","114,557","114,557","110,812","120,133","186,777",4
General Fund,Public Affairs-RTN,Public Affairs Ctv,Employee Benefits,,,,"122,832","117,605","125,443","123,584","130,129","152,303",4
General Fund,Public Affairs-RTN,Public Affairs Ctv,Miscellaneous,,,,"6,200","6,200","6,200","6,500","6,500","11,000",4
General Fund,Public Affairs-RTN,Public Affairs Ctv,Other Expense,,,,,,,,,200,4
General Fund,Public Affairs-RTN,Public Affairs Ctv,Salaries and Wages,,,,"412,010","416,691","432,423","442,821","437,788","505,371",4
General Fund,Public Affairs-RTN,Public Affairs Ctv Total,,,,,"665,439","655,053","678,623","683,717","694,550","857,652",3
General Fund,Public Affairs-RTN Total,,,,,,"665,439","655,053","678,623","683,717","694,550","857,652",2
General Fund,Public Works,Adm-Comm Dev Svcs,Direct Expenses,,,,"56,589","17,694","15,175","14,561","12,455",,4
General Fund,Public Works,Adm-Comm Dev Svcs,Employee Benefits,,,,"137,036","136,234","135,499","150,451","147,257",,4
General Fund,Public Works,Adm-Comm Dev Svcs,Miscellaneous,,,,800,"5,017","9,700","22,800","20,800",,4
General Fund,Public Works,Adm-Comm Dev Svcs,Other Expense,,,,"238,659","151,442","221,028","459,572","461,360",,4
General Fund,Public Works,Adm-Comm Dev Svcs,Salaries and Wages,,,,"450,172","464,242","476,370","493,989","500,063",,4
General Fund,Public Works,Adm-Comm Dev Svcs Total,,,,,"883,256","774,629","857,772","1,141,373","1,141,935",,3
General Fund,Public Works,Cadd Services-Pw,Direct Expenses,,,,"44,590","37,960","37,238","38,773","38,559",,4
General Fund,Public Works,Cadd Services-Pw,Employee Benefits,,,,"110,699","113,976","117,640","125,346","106,709",,4
General Fund,Public Works,Cadd Services-Pw,Miscellaneous,,,,500,"22,000","22,000","22,000","22,000",,4
General Fund,Public Works,Cadd Services-Pw,Salaries and Wages,,,,"328,093","330,995","341,682","351,818","302,678",,4
General Fund,Public Works,Cadd Services-Pw Total,,,,,"483,882","504,931","518,560","537,937","469,946",,3
General Fund,Public Works,Design/Construction,Direct Expenses,,,,"14,661","15,497","14,990","16,717","14,213",,4
General Fund,Public Works,Design/Construction,Employee Benefits,,,,"78,770","78,653","71,869","94,720","117,534",,4
General Fund,Public Works,Design/Construction,Miscellaneous,,,,575,"1,548","1,673","5,650","3,850",,4
General Fund,Public Works,Design/Construction,Salaries and Wages,,,,"291,832","295,925","251,923","262,821","326,689",,4
General Fund,Public Works,Design/Construction Total,,,,,"385,838","391,623","340,455","379,908","462,286",,3
General Fund,Public Works,Inspections Prog-Eng,Direct Expenses,,,,"75,507","62,532","61,031","73,685","73,784",,4
General Fund,Public Works,Inspections Prog-Eng,Employee Benefits,,,,"126,295","123,317","124,120","130,844","134,739",,4
General Fund,Public Works,Inspections Prog-Eng,Miscellaneous,,,,750,"2,150","2,150","1,750","2,050",,4
General Fund,Public Works,Inspections Prog-Eng,Salaries and Wages,,,,"456,344","441,747","450,737","440,987","420,851",,4
General Fund,Public Works,Inspections Prog-Eng Total,,,,,"658,896","629,746","638,038","647,266","631,424",,3
General Fund,Public Works,Roadway,Direct Expenses,,,,"15,190","13,640","14,099","15,053","15,612",,4
General Fund,Public Works,Roadway,Employee Benefits,,,,"138,667","136,814","145,319","144,725","163,677",,4
General Fund,Public Works,Roadway,Miscellaneous,,,,"4,250","2,950","2,950","3,150","3,625",,4
General Fund,Public Works,Roadway,Salaries and Wages,,,,"463,108","491,271","506,231","497,891","534,243",,4
General Fund,Public Works,Roadway Total,,,,,"621,215","644,675","668,599","660,819","717,157",,3
General Fund,Public Works,Signs & Markings-Tr,Capital Equipment,,,,"5,000","5,000","5,000",500,500,,4
General Fund,Public Works,Signs & Markings-Tr,Direct Expenses,,,,"619,392","515,757","494,743","489,479","620,211",,4
General Fund,Public Works,Signs & Markings-Tr,Employee Benefits,,,,"214,892","204,496","215,253","196,428","210,855",,4
General Fund,Public Works,Signs & Markings-Tr,Interfund Transfers In/Out,,,,300,300,300,300,300,,4
General Fund,Public Works,Signs & Markings-Tr,Miscellaneous,,,,"2,000","1,000","1,000","1,000","1,000",,4
General Fund,Public Works,Signs & Markings-Tr,Salaries and Wages,,,,"586,831","599,260","609,259","567,612","623,942",,4
General Fund,Public Works,Signs & Markings-Tr Total,,,,,"1,428,415","1,325,813","1,325,555","1,255,319","1,456,808",,3
General Fund,Public Works,Survey Services-Pw,Capital Equipment,,,,,,"13,000","10,000","10,000",,4
General Fund,Public Works,Survey Services-Pw,Direct Expenses,,,,"40,106","41,696","66,342","73,849","65,992",,4
General Fund,Public Works,Survey Services-Pw,Employee Benefits,,,,"175,055","176,182","180,336","182,138","182,363",,4
General Fund,Public Works,Survey Services-Pw,Miscellaneous,,,,"1,950","1,650","3,450","2,100","2,100",,4
General Fund,Public Works,Survey Services-Pw,Salaries and Wages,,,,"556,904","559,600","566,225","547,235","550,085",,4
General Fund,Public Works,Survey Services-Pw Total,,,,,"774,015","779,128","829,353","815,322","810,540",,3
General Fund,Public Works,Traffic Signals-Tr,Direct Expenses,,,,"669,195","717,776","733,764","730,952","736,894",,4
General Fund,Public Works,Traffic Signals-Tr,Employee Benefits,,,,"309,922","314,392","335,918","337,419","373,997",,4
General Fund,Public Works,Traffic Signals-Tr,Interfund Transfers In/Out,,,,"1,800","1,800",800,800,800,,4
General Fund,Public Works,Traffic Signals-Tr,Miscellaneous,,,,"7,300","4,500","4,500","6,000","6,000",,4
General Fund,Public Works,Traffic Signals-Tr,Salaries and Wages,,,,"997,232","1,047,810","1,074,667","1,086,216","1,158,456",,4
General Fund,Public Works,Traffic Signals-Tr Total,,,,,"1,985,449","2,086,278","2,149,649","2,161,387","2,276,147",,3
General Fund,Public Works,Transportation Operations-Pw,Direct Expenses,,,,"5,522,085","5,578,957","5,592,839","5,909,068","5,902,724",,4
General Fund,Public Works,Transportation Operations-Pw,Employee Benefits,,,,"123,843","133,599","148,037","164,741","163,633",,4
General Fund,Public Works,Transportation Operations-Pw,Miscellaneous,,,,"10,400","10,400","8,900","9,400","9,600",,4
General Fund,Public Works,Transportation Operations-Pw,Other Expense,,,,"60,000","69,719","73,510","91,291",,,4
General Fund,Public Works,Transportation Operations-Pw,Salaries and Wages,,,,"497,979","514,485","577,704","609,654","580,423",,4
General Fund,Public Works,Transportation Operations-Pw Total,,,,,"6,214,307","6,307,160","6,400,990","6,784,154","6,656,380",,3
General Fund,Public Works Total,,,,,,"13,435,273","13,443,983","13,728,971","14,383,485","14,622,623",,2
General Fund,Purchasing,Adm-Finance,Direct Expenses,,,,"24,528","17,356","17,163","19,500","70,200","52,775",4
General Fund,Purchasing,Adm-Finance,Employee Benefits,,,,"114,516","116,834","116,624","113,460","113,566","191,985",4
General Fund,Purchasing,Adm-Finance,Miscellaneous,,,,"5,200","6,622","8,122","13,700","10,500","17,950",4
