LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
General Fund,Purchasing,Non-Program Revenues Total,,,,,,,,,125000.00,150000.00,3
General Fund,Purchasing Total,,,,,,,,,,125000.00,150000.00,2
General Fund,Solid Waste Admin,Blank Program Code,Cbd Garbage Bag Sales,,,,600.00,,,,,,4
General Fund,Solid Waste Admin,Blank Program Code,Curbside Recycle Fees,,,,714520.00,,,,,,4
General Fund,Solid Waste Admin,Blank Program Code,Drop Off Contract Recycle Rev,,,,33480.00,,,,,,4
General Fund,Solid Waste Admin,Blank Program Code,Landfill Equip Resale,,,,987274.00,,,,,,4
General Fund,Solid Waste Admin,Blank Program Code,Residential Solid Waste Fees,,,,15535137.00,,,,,,4
General Fund,Solid Waste Admin,Blank Program Code,Solid Waste Disposal Tax Refun,,,,275000.00,,,,,,4
General Fund,Solid Waste Admin,Blank Program Code,Special Loads & Chipper,,,,35000.00,,,,,,4
General Fund,Solid Waste Admin,Blank Program Code,Sws - Additional Container Sal,,,,17000.00,,,,,,4
General Fund,Solid Waste Admin,Blank Program Code,Sws Penalties (Wcpss 90%),,,,300.00,,,,,,4
General Fund,Solid Waste Admin,Blank Program Code,Yardwaste Sales,,,,175000.00,,,,,,4
General Fund,Solid Waste Admin,Blank Program Code,Yardwaste Tip Fees,,,,250000.00,,,,,,4
General Fund,Solid Waste Admin,Blank Program Code Total,,,,,18023311.00,,,,,,3
General Fund,Solid Waste Admin Total,,,,,,18023311.00,,,,,,2
General Fund,Transportation Services,Non-Program Revenues,Hwy Traffic Maint Refunds,,,,,,,,,1300000.00,4
General Fund,Transportation Services,Non-Program Revenues,Red Light Camera Revenue,,,,,,,,,895767.00,4
General Fund,Transportation Services,Non-Program Revenues Total,,,,,,,,,,2195767.00,3
General Fund,Transportation Services Total,,,,,,,,,,,2195767.00,2
General Fund Total,,,,,,,386783795.00,383571702.70,404773075.20,416705398.20,434926973.00,465905262.80,1
Grants Fund,Community Svcs,Grant Year 2015/2016,Federal Grants,,,,,,,,250538.00,,4
Grants Fund,Community Svcs,Grant Year 2015/2016,Fr 100 For Grants/Match,,,,,,,,65744.00,,4
Grants Fund,Community Svcs,Grant Year 2015/2016,In Kind Contribution-City,,,,,,,,70958.00,,4
Grants Fund,Community Svcs,Grant Year 2015/2016 Total,,,,,,,,,387240.00,,3
Grants Fund,Community Svcs,Grant Year 2016/2017,Federal Grants,,,,,,,,,250538.00,4
Grants Fund,Community Svcs,Grant Year 2016/2017,Fr 100 For Grants/Match,,,,,,,,,66280.00,4
Grants Fund,Community Svcs,Grant Year 2016/2017,In Kind Contribution-City,,,,,,,,,44585.00,4
Grants Fund,Community Svcs,Grant Year 2016/2017 Total,,,,,,,,,,361403.00,3
Grants Fund,Community Svcs Total,,,,,,,,,,387240.00,361403.00,2
Grants Fund,Fire Administration,Grant Year 2016/2017,State Grants,,,,,,,,,69000.00,4
Grants Fund,Fire Administration,Grant Year 2016/2017 Total,,,,,,,,,,69000.00,3
Grants Fund,Fire Administration Total,,,,,,,,,,,69000.00,2
Grants Fund,Police Administrative Services,Grant Year 2015/2016,Federal Grants,,,,,,,,20000.00,,4
Grants Fund,Police Administrative Services,Grant Year 2015/2016,Fr 100 For Grants/Match,,,,,,,,4124.00,,4
Grants Fund,Police Administrative Services,Grant Year 2015/2016 Total,,,,,,,,,24124.00,,3
Grants Fund,Police Administrative Services Total,,,,,,,,,,24124.00,,2
Grants Fund,PRCR - Business Process Mgmt,Grant Year 2015/2016,County Grants,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,93350.00,,4
Grants Fund,PRCR - Business Process Mgmt,Grant Year 2015/2016,Fr 100 For Grants/Match,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,28005.00,,4
Grants Fund,PRCR - Business Process Mgmt,Grant Year 2015/2016 Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,121355.00,,3
Grants Fund,PRCR - Business Process Mgmt,Grant Year 2016/2017,County Grants,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,,93350.00,4
Grants Fund,PRCR - Business Process Mgmt,Grant Year 2016/2017,Fr 100 For Grants/Match,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,,28004.90,4
Grants Fund,PRCR - Business Process Mgmt,Grant Year 2016/2017 Total,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,,121354.90,3
Grants Fund,PRCR - Business Process Mgmt Total,,,"PRCR = Parks, Recreation, and Cultural Resources",,,,,,,121355.00,121354.90,2
Grants Fund,Public Works-Transportaion,Grant Year 2015/2016,Federal Grants,,,,,,,,705778.00,,4
Grants Fund,Public Works-Transportaion,Grant Year 2015/2016,Fr 410 Transit Oper,,,,,,,,233819.00,,4
Grants Fund,Public Works-Transportaion,Grant Year 2015/2016,State Match,,,,,,,,145679.00,,4
Grants Fund,Public Works-Transportaion,Grant Year 2015/2016 Total,,,,,,,,,1085276.00,,3
Grants Fund,Public Works-Transportaion Total,,,,,,,,,,1085276.00,,2
Grants Fund,Transit - Trans Svcs,Grant Year 2016/2017,Federal Grants,,,,,,,,,1041568.00,4
Grants Fund,Transit - Trans Svcs,Grant Year 2016/2017,Fr 410 Transit Oper,,,,,,,,,290838.00,4
Grants Fund,Transit - Trans Svcs,Grant Year 2016/2017,State Match,,,,,,,,,132168.00,4
Grants Fund,Transit - Trans Svcs,Grant Year 2016/2017 Total,,,,,,,,,,1464574.00,3
Grants Fund,Transit - Trans Svcs Total,,,,,,,,,,,1464574.00,2
Grants Fund Total,,,,,,,,,,,1617995.00,2016331.90,1
Home Grant,Community Development,Grant Year 11/12,Federal Grants,,,,1255728.00,,,,,,4
Home Grant,Community Development,Grant Year 11/12,Home Interest Inc,,,,112005.00,,,,,,4
Home Grant,Community Development,Grant Year 11/12,Home Principal Repay,,,,175631.00,,,,,,4
Home Grant,Community Development,Grant Year 11/12,Rental Income,,,,40901.00,,,,,,4
Home Grant,Community Development,Grant Year 11/12 Total,,,,,1584265.00,,,,,,3
Home Grant,Community Development,Grant Year 2012/2013,Federal Grants,,,,,958873.00,,,,,4
Home Grant,Community Development,Grant Year 2012/2013,Home Interest Inc,,,,,126180.00,,,,,4
Home Grant,Community Development,Grant Year 2012/2013,Home Principal Repay,,,,,154220.00,,,,,4
Home Grant,Community Development,Grant Year 2012/2013,Rental Income,,,,,45446.00,,,,,4
Home Grant,Community Development,Grant Year 2012/2013 Total,,,,,,1284719.00,,,,,3
Home Grant,Community Development,Grant Year 2013/2014,Federal Grants,,,,,,996043.00,,,,4
Home Grant,Community Development,Grant Year 2013/2014,Home Interest Inc,,,,,,175969.00,,,,4
Home Grant,Community Development,Grant Year 2013/2014,Home Principal Repay,,,,,,263953.00,,,,4
Home Grant,Community Development,Grant Year 2013/2014,Rental Income,,,,,,38678.00,,,,4
Home Grant,Community Development,Grant Year 2013/2014 Total,,,,,,,1474643.00,,,,3
Home Grant,Community Development,Grant Year 2014/2015,Fr 735 Housing Oper,,,,,,,241463.00,,,4
Home Grant,Community Development,Grant Year 2014/2015 Total,,,,,,,,241463.00,,,3
Home Grant,Community Development,Non-Program Revenues,Federal Grants,,,,,,,1073168.00,1015443.00,1015443.00,4
Home Grant,Community Development,Non-Program Revenues,Fr 735 Housing Oper,,,,,,,,216721.00,215449.00,4
Home Grant,Community Development,Non-Program Revenues,Home Interest Inc,,,,,,,186000.00,173200.00,199000.00,4
Home Grant,Community Development,Non-Program Revenues,Home Principal Repay,,,,,,,186000.00,259800.00,290000.00,4
Home Grant,Community Development,Non-Program Revenues,Rental Income,,,,,,,38678.00,38678.00,38678.00,4
Home Grant,Community Development,Non-Program Revenues Total,,,,,,,,1483846.00,1703842.00,1758570.00,3
Home Grant,Community Development Total,,,,,,1584265.00,1284719.00,1474643.00,1725309.00,1703842.00,1758570.00,2
Home Grant Total,,,,,,,1584265.00,1284719.00,1474643.00,1725309.00,1703842.00,1758570.00,1
Housing Development-Operatinging,Community Development,Blank Program Code,Fr 100 General Fd,,,,1000654.00,,,,,,4
Housing Development-Operatinging,Community Development,Blank Program Code Total,,,,,1000654.00,,,,,,3
Housing Development-Operatinging,Community Development,Housing Programs,City Housing Dte Interest Inc,,,,,,,2600.00,,,4
Housing Development-Operatinging,Community Development,Housing Programs,City Housing Dte Prin Repay,,,,,,,3900.00,,,4
Housing Development-Operatinging,Community Development,Housing Programs,City Housing Fd Interest Inc,,,,,,,20000.00,46240.00,28000.00,4
Housing Development-Operatinging,Community Development,Housing Programs,City Housing Fd Prin Repay,,,,,,,15000.00,37627.00,14000.00,4
Housing Development-Operatinging,Community Development,Housing Programs,Rental Income,,,,,,,306000.00,280400.00,280400.00,4
Housing Development-Operatinging,Community Development,Housing Programs Total,,,,,,,,347500.00,364267.00,322400.00,3
Housing Development-Operatinging,Community Development,Non-Program Revenues,Fr 100 General Fd,,,,,1083483.00,1225231.00,1197533.00,979363.00,1265157.21,4
Housing Development-Operatinging,Community Development,Non-Program Revenues Total,,,,,,1083483.00,1225231.00,1197533.00,979363.00,1265157.21,3
Housing Development-Operatinging,Community Development Total,,,,,,1000654.00,1083483.00,1225231.00,1545033.00,1343630.00,1587557.21,2
Housing Development-Operatinging Total,,,,,,,1000654.00,1083483.00,1225231.00,1545033.00,1343630.00,1587557.21,1
Housing Development-Projects,Community Development,Blank Program Code,City Housing Dte Interest Inc,,,,2477.00,,,,,,4
Housing Development-Projects,Community Development,Blank Program Code,City Housing Dte Prin Repay,,,,2721.00,,,,,,4
Housing Development-Projects,Community Development,Blank Program Code,City Housing Fd Interest Inc,,,,31565.00,,,,,,4
Housing Development-Projects,Community Development,Blank Program Code,City Housing Fd Prin Repay,,,,21935.00,,,,,,4
Housing Development-Projects,Community Development,Blank Program Code,Fr 100 General Fd,,,,346706.00,,,,,,4
Housing Development-Projects,Community Development,Blank Program Code,Interest On Investments,,,,23554.00,,,,,,4
Housing Development-Projects,Community Development,Blank Program Code,Rental Income,,,,254340.00,,,,,,4
Housing Development-Projects,Community Development,Blank Program Code Total,,,,,683298.00,,,,,,3
Housing Development-Projects,Community Development,Non-Program Revenues,City Housing Dte Interest Inc,,,,,2900.00,2800.00,,,,4
Housing Development-Projects,Community Development,Non-Program Revenues,City Housing Dte Prin Repay,,,,,3600.00,3700.00,,,,4
Housing Development-Projects,Community Development,Non-Program Revenues,City Housing Fd Interest Inc,,,,,32850.00,20534.00,,,,4
Housing Development-Projects,Community Development,Non-Program Revenues,City Housing Fd Prin Repay,,,,,21900.00,13689.00,,,,4
Housing Development-Projects,Community Development,Non-Program Revenues,Fr 100 General Fd,,,,,247945.00,,,,,4
Housing Development-Projects,Community Development,Non-Program Revenues,Interest On Investments,,,,,23554.00,8850.00,,,,4
Housing Development-Projects,Community Development,Non-Program Revenues,Rental Income,,,,,282600.00,287000.00,,,,4
Housing Development-Projects,Community Development,Non-Program Revenues Total,,,,,,615349.00,336573.00,,,,3
Housing Development-Projects,Community Development Total,,,,,,683298.00,615349.00,336573.00,,,,2
Housing Development-Projects,Non-Departmental,Non-Program Revenues,Approp From Prior Year,,,,,,,500000.00,,,4
Housing Development-Projects,Non-Departmental,Non-Program Revenues Total,,,,,,,,500000.00,,,3
Housing Development-Projects,Non-Departmental Total,,,,,,,,,500000.00,,,2
Housing Development-Projects Total,,,,,,,683298.00,615349.00,336573.00,500000.00,,,1
NCHFA/Job Training Grant,Community Development,Grant Year 11/12,State Grants,,,,67000.00,,,,,,4
NCHFA/Job Training Grant,Community Development,Grant Year 11/12 Total,,,,,67000.00,,,,,,3
NCHFA/Job Training Grant,Community Development Total,,,,,,67000.00,,,,,,2
NCHFA/Job Training Grant Total,,,,,,,67000.00,,,,,,1
Parking Debt Service Fund,Non-Departmental,Blank Program Code,Fr 442 Parking Operatingions,,,,5709202.00,,,,,,4
Parking Debt Service Fund,Non-Departmental,Blank Program Code,Interest On Investments,,,,23400.00,,,,,,4
Parking Debt Service Fund,Non-Departmental,Blank Program Code Total,,,,,5732602.00,,,,,,3
Parking Debt Service Fund,Non-Departmental,Non-Program Revenues,Approp From Prior Year,,,,2033943.00,,,,,930000.00,4
Parking Debt Service Fund,Non-Departmental,Non-Program Revenues,Fr 442 Parking Operatingions,,,,,7900000.00,7300000.00,7700000.00,7000000.00,6200000.00,4
Parking Debt Service Fund,Non-Departmental,Non-Program Revenues,Interest On Investments,,,,,25000.00,25000.00,25000.00,25000.00,25000.00,4
Parking Debt Service Fund,Non-Departmental,Non-Program Revenues Total,,,,,2033943.00,7925000.00,7325000.00,7725000.00,7025000.00,7155000.00,3
Parking Debt Service Fund,Non-Departmental Total,,,,,,7766545.00,7925000.00,7325000.00,7725000.00,7025000.00,7155000.00,2
Parking Debt Service Fund,Treasury Office,Non-Program Revenues,Fr 446 Parking Facilities Fund,,,,,,550000.00,,,,4
Parking Debt Service Fund,Treasury Office,Non-Program Revenues Total,,,,,,,550000.00,,,,3
Parking Debt Service Fund,Treasury Office Total,,,,,,,,550000.00,,,,2
Parking Debt Service Fund Total,,,,,,,7766545.00,7925000.00,7875000.00,7725000.00,7025000.00,7155000.00,1
Parking Facilities Fund-Operatingions,Non-Departmental,Blank Program Code,Interest On Investments,,,,26146.00,,,,,,4
Parking Facilities Fund-Operatingions,Non-Departmental,Blank Program Code Total,,,,,26146.00,,,,,,3
Parking Facilities Fund-Operatingions,Non-Departmental,Non-Program Revenues,Interest On Investments,,,,,25000.00,5700.00,12000.00,,,4
Parking Facilities Fund-Operatingions,Non-Departmental,Non-Program Revenues Total,,,,,,25000.00,5700.00,12000.00,,,3
Parking Facilities Fund-Operatingions,Non-Departmental Total,,,,,,26146.00,25000.00,5700.00,12000.00,,,2
Parking Facilities Fund-Operatingions,Parking Operatingions,Blank Program Code,Parking Meter Revenue,,,,1100000.00,,,,,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Blank Program Code,Parking Violation Penalties,,,,2037273.00,,,,,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Blank Program Code,Parking-Residential Permit Fee,,,,20000.00,,,,,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Blank Program Code Total,,,,,3157273.00,,,,,,3
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Approp From Prior Year,,,,751379.00,2621969.00,3021569.00,3414574.46,1704071.89,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Blount Deck Parking Agreement,,,,,86238.00,,,,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Fr 100 General Fd,,,,1475501.00,2031145.00,1000000.00,500000.00,500000.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Fr 230 Self Insurance,,,,,,,,17440.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Ice Rink Reimbursement,,,,,,,,12377.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Interest On Investments,,,,,,,,23000.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Misc Revenues,,,,125000.00,4913.40,5000.00,4400.00,4399.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Palladium Parking Agreement,,,,39571.00,40710.13,43000.00,43000.00,43000.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Parking Fees-Dillon Lot Monthl,,,,6995001.00,6570495.65,7591199.00,8215265.48,11567731.30,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Parking Fees-LT Permit Fee,,,,,4081.00,9000.00,21700.00,70000.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Parking Meter Revenue,,,,,1112524.76,1287200.00,1303047.00,1410638.52,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Parking Violation Penalties,,,,,2209333.47,2130900.00,2397000.00,2405157.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Parking-Residential Permit Fee,,,,,18691.00,15000.00,15700.00,15500.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Rental Income,,,,13177.00,13539.59,13900.00,14237.40,,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Rental/Parking Rev-New Rcc,,,,75000.00,75000.00,75000.00,75000.00,75000.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Special Event Parking Permit F,,,,,2300.00,800.00,1200.00,1200.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues,Valet Parking Permit Fees,,,,,250.00,200.00,100.00,100.00,,4
Parking Facilities Fund-Operatingions,Parking Operatingions,Non-Program Revenues Total,,,,,9474629.00,14791191.00,15192768.00,16005224.34,17849614.71,,3
Parking Facilities Fund-Operatingions,Parking Operatingions Total,,,,,,12631902.00,14791191.00,15192768.00,16005224.34,17849614.71,,2
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Approp From Prior Year,,,,,,,,,672499.07,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Fr 100 General Fd,,,,,,,,,500000.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Fr 230 Self Insurance,,,,,,,,,37961.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Ice Rink Reimbursement,,,,,,,,,12500.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Interest On Investments,,,,,,,,,23000.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Misc Revenues,,,,,,,,,29634.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Musician Loading Zone Permits,,,,,,,,,200.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Palladium Parking Agreement,,,,,,,,,44290.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Parking Fees-Dillon Lot Monthl,,,,,,,,,11106386.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Parking Fees-LT Permit Fee,,,,,,,,,75000.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Parking Meter Revenue,,,,,,,,,1448242.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Parking Violation Penalties,,,,,,,,,2125685.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Parking-Residential Permit Fee,,,,,,,,,15500.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Rental/Parking Rev-New Rcc,,,,,,,,,75000.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Special Event Parking Permit F,,,,,,,,,1200.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues,Valet Parking Permit Fees,,,,,,,,,100.00,4
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs,Non-Program Revenues Total,,,,,,,,,,16167197.07,3
Parking Facilities Fund-Operatingions,Parking Operatingions -Trans Svcs Tot,,,,,,,,,,,16167197.07,2
Parking Facilities Fund-Operatingions Total,,,,,,,12658048.00,14816191.00,15198468.00,16017224.34,17849614.71,16167197.07,1
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Non-Program Revenues,Federal Grants,,,,,,,,,900000.00,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Non-Program Revenues,Fr 100 For Access Ral Trans,,,,,,,,,6875036.00,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Non-Program Revenues,Passenger Rev-ART Tier II,,,,,,,,,790328.00,4
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs,Non-Program Revenues Total,,,,,,,,,,8565364.00,3
Public Transit Fund-Operatinging,Accessible Rail Tran-Tran Svcs Total,,,,,,,,,,,8565364.00,2
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Blank Program Code,Fr 100 For Access Ral Trans,,,,6887599.00,,,,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Blank Program Code,Passenger Rev-ART Tier II,,,,600000.00,,,,,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Blank Program Code Total,,,,,7487599.00,,,,,,3
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Non-Program Revenues,Federal Grants,,,,,500000.00,500000.00,500000.00,540328.00,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Non-Program Revenues,Fr 100 For Access Ral Trans,,,,,6890429.00,6787074.00,6810089.00,6815176.00,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Non-Program Revenues,Passenger Rev-ART Tier II,,,,,650000.00,750000.00,750000.00,800000.00,,4
Public Transit Fund-Operatinging,Accessible Raleigh Transit,Non-Program Revenues Total,,,,,,8040429.00,8037074.00,8060089.00,8155504.00,,3
Public Transit Fund-Operatinging,Accessible Raleigh Transit Total,,,,,,7487599.00,8040429.00,8037074.00,8060089.00,8155504.00,,2
Public Transit Fund-Operatinging,Transit Operatingions,Blank Program Code,Advertising Revenue,,,,45000.00,,,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Blank Program Code,Approp From Prior Year,,,,227323.00,,,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Blank Program Code,Farebox Revenue,,,,3753266.00,,,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Blank Program Code,Fr 100 General Fd,,,,9981358.00,,,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Blank Program Code,Misc Revenues,,,,27045.00,,,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Blank Program Code,State Grants,,,,2572238.00,,,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Blank Program Code Total,,,,,16606230.00,,,,,,3
Public Transit Fund-Operatinging,Transit Operatingions,Non-Program Revenues,Advertising Revenue,,,,,125000.00,125000.00,125000.00,125000.00,,4
Public Transit Fund-Operatinging,Transit Operatingions,Non-Program Revenues,Approp From Prior Year,,,,,246963.00,246963.00,246963.00,722790.90,,4
Public Transit Fund-Operatinging,Transit Operatingions,Non-Program Revenues,Contracted Transit Route Rev,,,,,,,,2506654.00,,4
Public Transit Fund-Operatinging,Transit Operatingions,Non-Program Revenues,Farebox Revenue,,,,,4030000.00,4308971.00,4485780.00,3612600.00,,4
Public Transit Fund-Operatinging,Transit Operatingions,Non-Program Revenues,Federal Grants,,,,300000.00,300000.00,,,,,4
Public Transit Fund-Operatinging,Transit Operatingions,Non-Program Revenues,Fr 100 General Fd,,,,,10811600.00,11340654.00,11760182.24,11759062.00,,4
Public Transit Fund-Operatinging,Transit Operatingions,Non-Program Revenues,Fr 230 Self Insurance,,,,,,,,8720.00,,4
Public Transit Fund-Operatinging,Transit Operatingions,Non-Program Revenues,Misc Revenues,,,,,27000.00,27000.00,27000.00,5000.00,,4
Public Transit Fund-Operatinging,Transit Operatingions,Non-Program Revenues,State Grants,,,,,2575000.00,2575000.00,2575000.00,2368993.00,,4
Public Transit Fund-Operatinging,Transit Operatingions,Non-Program Revenues Total,,,,,300000.00,18115563.00,18623588.00,19219925.24,21108819.90,,3
Public Transit Fund-Operatinging,Transit Operatingions Total,,,,,,16906230.00,18115563.00,18623588.00,19219925.24,21108819.90,,2
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Non-Program Revenues,Advertising Revenue,,,,,,,,,200000.00,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Non-Program Revenues,Approp From Prior Year,,,,,,,,,700000.00,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Non-Program Revenues,Contracted Transit Route Rev,,,,,,,,,2546785.00,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Non-Program Revenues,Farebox Revenue,,,,,,,,,3448031.00,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Non-Program Revenues,Fr 100 General Fd,,,,,,,,,11995566.00,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Non-Program Revenues,Fr 230 Self Insurance,,,,,,,,,14835.00,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Non-Program Revenues,Misc Revenues,,,,,,,,,5000.00,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Non-Program Revenues,State Grants,,,,,,,,,2627581.00,4
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs,Non-Program Revenues Total,,,,,,,,,,21537798.00,3
Public Transit Fund-Operatinging,Transit Operatingions -Trans Svcs Tot,,,,,,,,,,,21537798.00,2
Public Transit Fund-Operatinging Total,,,,,,,24393829.00,26155992.00,26660662.00,27280014.24,29264323.90,30103162.00,1
Public Utilities Fund,Non-Departmental,Blank Program Code,Interest On Investments,,,,851660.00,,,,,,4
Public Utilities Fund,Non-Departmental,Blank Program Code Total,,,,,851660.00,,,,,,3
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Acreage Fee Reimbursements,,,,,1000000.00,,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Approp From Prior Year,,,,,15000000.00,6000000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Deferred Tap Fee Int,,,,,4000.00,4000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Farm Product Sales,,,,,250000.00,250000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Fr 100 For W/S Reimb,,,,,595369.00,636888.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Fr 260 Water & Sewer Reimburse,,,,,32311.00,25821.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Fr 360 for W/S Reimb,,,,,10000.00,10000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Fr 410 for W/S Reimb,,,,,26324.00,32563.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Fr 442 For W/S Reimb,,,,,5620.00,10500.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Fr 642 For W/S Reimb,,,,,159500.00,144500.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Fr 736 For W/S Reimb,,,,,2400.00,2736.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Gte Land Lease Pymts,,,,,500000.00,500000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Interest On Investments,,,,,770400.00,,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Lawn Irrigation Establish Perm,,,,,5000.00,5000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Nutrient Reduction Fee,,,,,1000000.00,2000000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Nutrient Reduction Fee-Water,,,,,2400000.00,5000000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Outside Sewer Connections,,,,,2000.00,2000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Septic Disposal Fees,,,,,150000.00,150000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Sewer Capital Fac Chgs,,,,,412240.00,500000.00,,,,4
Public Utilities Fund,Non-Departmental,Non-Program Revenues,Sewer Civil Penalties (Wcpss 9,,,,,5000.00,5000.00,,,,4
