LEVEL1,LEVEL2,LEVEL3,LEVEL4,TOOLTIP,SOURCE,SOURCE URL,2012,2013,2014,2015,2016,2017,LEVEL
Housing Development-Operating,Community Development Total,,,,,,1000654.96,1083482.39,1225231.17,1545033,1343630,1587557.21,2
Housing Development-Operating Total,,,,,,,1000654.96,1083482.39,1225231.17,1545033,1343630,1587557.21,1
Housing Development-Projects,Community Development,Direct Expenses,Property Maintenance,,,,58000,49980,58000,,,,4
Housing Development-Projects,Community Development,Direct Expenses,Recycling Fees,,,,,320,320,,,,4
Housing Development-Projects,Community Development,Direct Expenses,Solid Waste Disposal Fees,,,,,900,900,,,,4
Housing Development-Projects,Community Development,Direct Expenses Total,,,,,58000,51200,59220,,,,3
Housing Development-Projects,Community Development,Interfund Transfers In/Out,To 100 General Fd,,,,,,,500000,,,4
Housing Development-Projects,Community Development,Interfund Transfers In/Out,To 190 Debt Svc,,,,62717,62717,62717,,,,4
Housing Development-Projects,Community Development,Interfund Transfers In/Out,To 310 W/S Reimb,,,,,2400,2736,,,,4
Housing Development-Projects,Community Development,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,,,500,4400,4400,,,,4
Housing Development-Projects,Community Development,Interfund Transfers In/Out Total,,,,,63217,69517,69853,500000,,,3
Housing Development-Projects,Community Development,Other Expense,Cap Improve/Repairs-Gr,,,,150000,150000,150000,,,,4
Housing Development-Projects,Community Development,Other Expense,Grant Match City Share,,,,356581,289132,,,,,4
Housing Development-Projects,Community Development,Other Expense,Homeowner Counsel/Assist - Gr,,,,10000,10000,12000,,,,4
Housing Development-Projects,Community Development,Other Expense,Insurance Other,,,,15000,15000,15000,,,,4
Housing Development-Projects,Community Development,Other Expense,Rehabilitation/Rehab Loans - G,,,,10500,10500,10500,,,,4
Housing Development-Projects,Community Development,Other Expense,Rental Insurance Expense,,,,15000,15000,15000,,,,4
Housing Development-Projects,Community Development,Other Expense,Service Fees - Gr,,,,5000,5000,5000,,,,4
Housing Development-Projects,Community Development,Other Expense Total,,,,,562081,494632,207500,,,,3
Housing Development-Projects,Community Development Total,,,,,,683298,615349,336573,500000,,,2
Housing Development-Projects Total,,,,,,,683298,615349,336573,500000,,,1
NCHFA/Job Training Grant,Community Development,Other Expense,Program Expenditures - Gr,,,,67000,,,,,,4
NCHFA/Job Training Grant,Community Development,Other Expense Total,,,,,67000,,,,,,3
NCHFA/Job Training Grant,Community Development Total,,,,,,67000,,,,,,2
NCHFA/Job Training Grant Total,,,,,,,67000,,,,,,1
Parking Debt Service Fund,Treasury Office,Capital Project Expense,Biannual Budget Reserve,,,,,117021,272068,379000,4329,99028,4
Parking Debt Service Fund,Treasury Office,Capital Project Expense,Bond Interest,,,,3463948,3361950,3234422,2914000,2735557,2687797,4
Parking Debt Service Fund,Treasury Office,Capital Project Expense,Bond Principal,,,,3747597,3751029,3848510,3912000,3765114,3818175,4
Parking Debt Service Fund,Treasury Office,Capital Project Expense Total,,,,,7211545,7230000,7355000,7205000,6505000,6605000,3
Parking Debt Service Fund,Treasury Office,Direct Expenses,Arbitrage Rebate Consult,,,,10000,10000,10000,10000,10000,10000,4
Parking Debt Service Fund,Treasury Office,Direct Expenses,Bond Liquidity Fees,,,,285000,285000,255000,255000,255000,275000,4
Parking Debt Service Fund,Treasury Office,Direct Expenses,Bond Re-Marketing Fees,,,,40000,40000,40000,40000,40000,50000,4
Parking Debt Service Fund,Treasury Office,Direct Expenses,Bond Sale Services,,,,100000,100000,25000,25000,25000,25000,4
Parking Debt Service Fund,Treasury Office,Direct Expenses,Financial Advisor,,,,50000,50000,15000,15000,15000,15000,4
Parking Debt Service Fund,Treasury Office,Direct Expenses,Professional Svcs-Other,,,,20000,20000,20000,20000,20000,20000,4
Parking Debt Service Fund,Treasury Office,Direct Expenses,Trustee Escrow Agent Expense,,,,50000,50000,15000,15000,15000,15000,4
Parking Debt Service Fund,Treasury Office,Direct Expenses Total,,,,,555000,555000,380000,380000,380000,410000,3
Parking Debt Service Fund,Treasury Office,Interfund Transfers In/Out,To 260-Isf Vehicle Fleet Servi,,,,,140000,140000,140000,140000,140000,4
Parking Debt Service Fund,Treasury Office,Interfund Transfers In/Out Total,,,,,,140000,140000,140000,140000,140000,3
Parking Debt Service Fund,Treasury Office Total,,,,,,7766545,7925000,7875000,7725000,7025000,7155000,2
Parking Debt Service Fund Total,,,,,,,7766545,7925000,7875000,7725000,7025000,7155000,1
Parking Facilities Fund-Operating,Parking Operations,Capital Equipment,Communications Equip,,,,700,250,1300,1810,1500,,4
Parking Facilities Fund-Operating,Parking Operations,Capital Equipment,Office Furniture & Equip,,,,17000,14450,14000,26200,,,4
Parking Facilities Fund-Operating,Parking Operations,Capital Equipment Total,,,,,17700,14700,15300,28010,1500,,3
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Cellular/Wireless Voice Lines,,,,3192,5700,5200,7068,7412,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Computer Lease,,,,9973,10435.65,9200,8991,8829,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Computer Operations & Access,,,,36000,34000,34000,34000,34000,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Contractual Svcs-Other,,,,2066692,2213918.03,2522188,2774650,4176381.71,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Copier Maintenance/Impressions,,,,2650,3500,4300,3400,3400,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Credit Card Fees,,,,171200,160000,179500,193000,215000,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Electric Service,,,,565000,602260,671800,573000,589500,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Equipment Usage Charge,,,,25720,7300,24700,34130,38490,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Motor Fuels & Lubricants,,,,21961,30682,31484,39695.65,33622,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Office Supplies,,,,5370,5680,5700,5900,5900,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Operational & Maint Supplies,,,,157328,112462.5,118112,137500,143200,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Photocopy Maint,,,,12500,5900,2600,2600,2600,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,POA Dues,,,,,,,,78300,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Print Copy-Rmb,,,,50000,38273.6,39100,39100,40000,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Rental-Real Property,,,,260894,245769.5,255300,261100,265030,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Repairs-Bldg/Structure,,,,185000,180000,215000,215000,215000,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Rsv-Other,,,,,,150048.3,,,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Rsv-Wide Area Network,,,,5026,5628,3600,3600,3600,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Service Contracts-Other,,,,179720,160459,173600,148100,152940,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Small Equipment,,,,4440,3570,4100,4100,4100,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Telephone/Comm (Hard Lines),,,,11635,17036,10200,10300,10325,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Uniforms,,,,8121,9170.8,11700,11700,12000,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Vehicle Maint & Operation,,,,32829,32829,54900,62711,64160,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Wan Data Line,,,,45935,55905.38,106972,45200,45200,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses,Wireless Data Comm,,,,2160,720,700,1200,1200,,4
Parking Facilities Fund-Operating,Parking Operations,Direct Expenses Total,,,,,3863346,3941199.46,4634004.3,4616045.65,6150189.71,,3
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,457 Plan Offset,,,,-5834,,,,,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Dental Insurance,,,,14296.12,15113.12,14313.2,16720.24,19628.8,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Dental Insurance Increment,,,,,265.71,,,-1633.12,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,FICA Temp,,,,3519.8,3984.55,4128.89,4113.01,4113.01,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Group Life AD & D (Retiree),,,,,1117,,,,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Group Life Ad & Di,,,,1045.54,993.22,1068.87,1257.01,1250.07,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Health Insurance,,,,227180,234128,225384,210156,218268,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Health Insurance (Retiree),,,,,84571,,,6444,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Health Insurance Increment,,,,-15575,-35660.44,-31305.84,-11647.49,-16413.75,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Medicare,,,,16844.35,16382.71,17220.59,20251.84,20139.77,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Medicare Supplement,,,,,4365,,,,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Medicare Temp,,,,823.18,931.87,965.63,961.91,961.91,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Opeb- Post Employment Benefits,,,,26183,12670,39675,98116,96329,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Police 401K Temp,,,,,3198,,,,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Retirement,,,,80292.26,74376.88,83965.17,98797.79,97226.67,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Retirement Temp,,,,3488.55,4820.02,4607.94,4721.72,4721.72,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Social Security,,,,72024.26,70050.4,73632.84,86594.15,86115.03,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Supplemental Retirement,,,,17513.21,11765.67,12107.25,21736.85,21052.62,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits,Unemployment,,,,,,5279,,,,4
Parking Facilities Fund-Operating,Parking Operations,Employee Benefits Total,,,,,441801.27,503072.71,451042.54,551779.03,558203.73,,3
Parking Facilities Fund-Operating,Parking Operations,Interfund Transfers In/Out,To 100 Ind Cost,,,,,,516229,533115,504556,,4
Parking Facilities Fund-Operating,Parking Operations,Interfund Transfers In/Out,To 100 Reimb Parking Ind Costs,,,,540734,506135,,,,,4
Parking Facilities Fund-Operating,Parking Operations,Interfund Transfers In/Out,To 310 W/S Reimb,,,,5620,5620,10500,12500,14500,,4
Parking Facilities Fund-Operating,Parking Operations,Interfund Transfers In/Out,To 444 Parking Debt Service,,,,5709202,7900000,7300000,7700000,7000000,,4
Parking Facilities Fund-Operating,Parking Operations,Interfund Transfers In/Out,To 446 Parking Facilities Fund,,,,275000,405000,640000,670000,1718000,,4
Parking Facilities Fund-Operating,Parking Operations,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,,,10304,10304,14000,10000,10770,,4
Parking Facilities Fund-Operating,Parking Operations,Interfund Transfers In/Out,To 501 ERP Debt Service,,,,,16127,14607,14369,14131,,4
Parking Facilities Fund-Operating,Parking Operations,Interfund Transfers In/Out,To 501 Technology Cap Proj,,,,,,,,5588,,4
Parking Facilities Fund-Operating,Parking Operations,Interfund Transfers In/Out,To 642 Civic Ctr Renov,,,,74419,,,,,,4
Parking Facilities Fund-Operating,Parking Operations,Interfund Transfers In/Out Total,,,,,6615279,8843186,8495336,8939984,9267545,,3
Parking Facilities Fund-Operating,Parking Operations,Miscellaneous,"Govt Taxes, Fees & Fines",,,,378587,188557.89,192100,192100,192100,,4
Parking Facilities Fund-Operating,Parking Operations,Miscellaneous,Licenses/Dues & Publications,,,,850,869,900,900,900,,4
Parking Facilities Fund-Operating,Parking Operations,Miscellaneous,Postage,,,,38500,38500,39400,39400,39400,,4
Parking Facilities Fund-Operating,Parking Operations,Miscellaneous,Training & Travel & Reg,,,,3140,3000,3000,3700,3850,,4
Parking Facilities Fund-Operating,Parking Operations,Miscellaneous Total,,,,,421077,230926.89,235400,236100,236250,,3
Parking Facilities Fund-Operating,Parking Operations,Other Expense,Penalty Pmts Due Wcpss (90% Of,,,,27940,44100,44100,42000,40000,,4
Parking Facilities Fund-Operating,Parking Operations,Other Expense,Refunds,,,,,,1500,1500,1500,,4
Parking Facilities Fund-Operating,Parking Operations,Other Expense,To Isf-Excess Prop/Liab Prem,,,,,4820,,,,,4
Parking Facilities Fund-Operating,Parking Operations,Other Expense,To ISF-Prop/Liab Claims,,,,,,14335,17125,11210,,4
Parking Facilities Fund-Operating,Parking Operations,Other Expense,To ISF-Prop/Liab Premium,,,,,,9746,82303,76463,,4
Parking Facilities Fund-Operating,Parking Operations,Other Expense,To Isf-Sir Workers Comp,,,,61060,37790,40652,35695,47418,,4
Parking Facilities Fund-Operating,Parking Operations,Other Expense,To ISF-WC Excess Premium,,,,,,2831,3284,4044,,4
Parking Facilities Fund-Operating,Parking Operations,Other Expense Total,,,,,89000,86710,113164,181907,180635,,3
Parking Facilities Fund-Operating,Parking Operations,Salaries and Wages,Earnings Offset,,,,-8608,,,379.76,,,4
Parking Facilities Fund-Operating,Parking Operations,Salaries and Wages,Expense Allowance,,,,504,2280,2328,2532,2532,,4
Parking Facilities Fund-Operating,Parking Operations,Salaries and Wages,Holiday Pay,,,,307,307,307,307,307,,4
Parking Facilities Fund-Operating,Parking Operations,Salaries and Wages,Longevity,,,,6348.59,3829.04,3874.44,6032.83,11884.65,,4
Parking Facilities Fund-Operating,Parking Operations,Salaries and Wages,Merit Increase,,,,8608.65,31.02,89.42,98.6,,,4
Parking Facilities Fund-Operating,Parking Operations,Salaries and Wages,Range Increase,,,,49.04,31.02,89.42,98.6,,,4
Parking Facilities Fund-Operating,Parking Operations,Salaries and Wages,Salaries-Ft,,,,1146675.61,1125953.8,1183572.88,1390449.87,1377067.62,,4
Parking Facilities Fund-Operating,Parking Operations,Salaries and Wages,Salaries-Ot For Ft Staff,,,,55960,63960,63960,63500,63500,,4
Parking Facilities Fund-Operating,Parking Operations,Salaries and Wages Total,,,,,1209844.89,1196391.88,1254221.16,1463398.66,1455291.27,,3
Parking Facilities Fund-Operating,Parking Operations Total,,,,,,12658048.16,14816186.94,15198468,16017224.34,17849614.71,,2
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Capital Equipment,Communications Equip,,,,,,,,,1500,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Capital Equipment,Office Furniture & Equip,,,,,,,,,10000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Capital Equipment Total,,,,,,,,,,11500,3
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Cellular/Wireless Voice Lines,,,,,,,,,7800,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Computer Lease,,,,,,,,,8966,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Computer Operations & Access,,,,,,,,,34000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Contractual Svcs-Other,,,,,,,,,3326901.43,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Copier Maintenance/Impressions,,,,,,,,,3400,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Credit Card Fees,,,,,,,,,215000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Electric Service,,,,,,,,,607135,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Equipment Usage Charge,,,,,,,,,38490,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Motor Fuels & Lubricants,,,,,,,,,33672,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Office Supplies,,,,,,,,,5900,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Operational & Maint Supplies,,,,,,,,,148200,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Photocopy Maint,,,,,,,,,2600,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,POA Dues,,,,,,,,,100960,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Print Copy-Rmb,,,,,,,,,40000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Rental-Real Property,,,,,,,,,267600,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Repairs-Bldg/Structure,,,,,,,,,215000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Rsv-Wide Area Network,,,,,,,,,3600,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Service Contracts-Other,,,,,,,,,186600,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Small Equipment,,,,,,,,,4100,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Telephone/Comm (Hard Lines),,,,,,,,,16700,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Uniforms,,,,,,,,,12250,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Vehicle Maint & Operation,,,,,,,,,64160,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Wan Data Line,,,,,,,,,46200,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses,Wireless Data Comm,,,,,,,,,1200,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Direct Expenses Total,,,,,,,,,,5390434.43,3
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Dental Insurance,,,,,,,,,19717.4,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,FICA Temp,,,,,,,,,4113.01,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Group Life Ad & Di,,,,,,,,,1379.28,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Health Insurance,,,,,,,,,226953.12,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Health Insurance (Retiree),,,,,,,,,32247,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Health Insurance Increment,,,,,,,,,16261.73,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Medicare,,,,,,,,,22221.84,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Medicare Temp,,,,,,,,,961.91,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Opeb- Post Employment Benefits,,,,,,,,,70000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Retirement,,,,,,,,,111051.93,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Retirement Temp,,,,,,,,,2501.72,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Social Security,,,,,,,,,95017.67,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits,Supplemental Retirement,,,,,,,,,21796.88,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Employee Benefits Total,,,,,,,,,,624223.49,3
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Interfund Transfers In/Out,To 100 Ind Cost,,,,,,,,,580085,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Interfund Transfers In/Out,To 251 Equip Replacement-Gen G,,,,,,,,,500000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Interfund Transfers In/Out,To 310 W/S Reimb,,,,,,,,,15100,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Interfund Transfers In/Out,To 444 Parking Debt Service,,,,,,,,,6200000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Interfund Transfers In/Out,To 446 Parking Facilities Fund,,,,,,,,,812000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Interfund Transfers In/Out,To 460 Reimb Engineering Stm W,,,,,,,,,11200,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Interfund Transfers In/Out,To 501 ERP Debt Service,,,,,,,,,13893,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Interfund Transfers In/Out,To 501 Technology Cap Proj,,,,,,,,,17438,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Interfund Transfers In/Out Total,,,,,,,,,,8149716,3
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Miscellaneous,"Govt Taxes, Fees & Fines",,,,,,,,,200000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Miscellaneous,Licenses/Dues & Publications,,,,,,,,,900,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Miscellaneous,Postage - Dept Charges,,,,,,,,,3000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Miscellaneous,Training & Travel & Reg,,,,,,,,,5000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Miscellaneous Total,,,,,,,,,,208900,3
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Other Expense,Penalty Pmts Due Wcpss (90% Of,,,,,,,,,40000,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Other Expense,Refunds,,,,,,,,,1500,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Other Expense,To ISF-Prop/Liab Claims,,,,,,,,,10571,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Other Expense,To ISF-Prop/Liab Premium,,,,,,,,,75802,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Other Expense,To Isf-Sir Workers Comp,,,,,,,,,51192,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Other Expense,To ISF-WC Excess Premium,,,,,,,,,4476,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Other Expense Total,,,,,,,,,,183541,3
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Salaries and Wages,Expense Allowance,,,,,,,,,2532,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Salaries and Wages,Holiday Pay,,,,,,,,,307,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Salaries and Wages,Longevity,,,,,,,,,12406.52,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Salaries and Wages,Salaries-Ft,,,,,,,,,1520136.63,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Salaries and Wages,Salaries-Ot For Ft Staff,,,,,,,,,63500,4
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs,Salaries and Wages Total,,,,,,,,,,1598882.15,3
Parking Facilities Fund-Operating,Parking Operations -Trans Svcs Total,,,,,,,,,,,16167197.07,2
Parking Facilities Fund-Operating Total,,,,,,,12658048.16,14816186.94,15198468,16017224.34,17849614.71,16167197.07,1
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Direct Expenses,Contractual Svcs-Other,,,,,,,,,7922440,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Direct Expenses,Office Supplies,,,,,,,,,5000,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Direct Expenses,Print Copy-Rmb,,,,,,,,,1500,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Direct Expenses,Professional Svcs-Other,,,,,,,,,212976,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Direct Expenses Total,,,,,,,,,,8141916,3
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Employee Benefits,Dental Insurance,,,,,,,,,4317.08,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Employee Benefits,FICA Temp,,,,,,,,,1001.93,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Employee Benefits,Group Life Ad & Di,,,,,,,,,247.83,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Employee Benefits,Health Insurance,,,,,,,,,64197.12,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Employee Benefits,Health Insurance Increment,,,,,,,,,4217.79,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Employee Benefits,Medicare,,,,,,,,,3992.87,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Employee Benefits,Medicare Temp,,,,,,,,,234.32,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Employee Benefits,Retirement,,,,,,,,,19909.64,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Employee Benefits,Social Security,,,,,,,,,17072.95,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Employee Benefits,Supplemental Retirement,,,,,,,,,6438.51,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Employee Benefits Total,,,,,,,,,,121630.04,3
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Miscellaneous,Postage - Dept Charges,,,,,,,,,300.72,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Miscellaneous Total,,,,,,,,,,300.72,3
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Other Expense,To ISF-Prop/Liab Claims,,,,,,,,,3554,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Other Expense,To ISF-Prop/Liab Premium,,,,,,,,,3904,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Other Expense,To Isf-Sir Workers Comp,,,,,,,,,2326,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Other Expense,To ISF-WC Excess Premium,,,,,,,,,203,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Other Expense Total,,,,,,,,,,9987,3
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Salaries and Wages,Longevity,,,,,,,,,5283.56,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Salaries and Wages,Salaries-Ft,,,,,,,,,270086.57,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Salaries and Wages,Salaries-Pt Temp/Seasonal,,,,,,,,,16160.11,4
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs,Salaries and Wages Total,,,,,,,,,,291530.24,3
Public Transit Fund-Operating,Accessible Rail Tran-Tran Svcs Total,,,,,,,,,,,8565364,2
Public Transit Fund-Operating,Accessible Raleigh Transit,Direct Expenses,Computer Lease,,,,2799,1552,,,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Direct Expenses,Computer Operations & Access,,,,18125,19032,,,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Direct Expenses,Contractual Svcs-Other,,,,6950000,7500000,7508834,7500000,7550876,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Direct Expenses,Copier Maintenance/Impressions,,,,2000,2000,2000,,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Direct Expenses,Office Supplies,,,,3000,3000,3000,5300,6100,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Direct Expenses,Photocopy Maint,,,,2500,2500,2500,,,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Direct Expenses,Print Copy-Rmb,,,,10000,10000,10000,5000,1500,,4
Public Transit Fund-Operating,Accessible Raleigh Transit,Direct Expenses,Professional Svcs-Other,,,,189852,189852,199343,220000,235591.65,,4
